company_code,short_name,country,isin_code,sector_group,sector,share_currency,reference_currency
1753,Tian An China,China inc HK,HK0028013271,real estate,diversified real estate,HKD,HKD
1754,Dah Chong Hong,China inc HK,HK1828040670,vehicles,vehicle sales and repair,HKD,HKD
1755,Harbour Centre,China inc HK,HK0051000351,real estate,diversified real estate,HKD,HKD
1756,Beijing Tong,China inc HK,HK0000145638,healthcare,healthcare products,HKD,HKD
1757,Sun Hung Kai,China inc HK,HK0086000525,services,financial services,HKD,HKD
1758,MMG,China inc HK,HK1208013172,primary production,metals and minerals mining and exploration,HKD,HKD
1759,China Travel HK,China inc HK,HK0308001558,consumer,hotels travel gambling and leisure,HKD,HKD
1760,BYD Electronic,China inc HK,HK0285041858,electrical electronic,electronic components,HKD,HKD
1761,Trad CN Med,China inc HK,HK0000056256,healthcare,pharmaceuticals and biosciences,HKD,HKD
1762,CITIC Telecom,China inc HK,HK1883037637,telecommunications,diversified telecommunications,HKD,HKD
1763,Allied Props HK,China inc HK,HK0056039545,real estate,diversified real estate,HKD,HKD
1764,Assoc Hotels,China inc HK,HK0105000613,consumer,hotels travel gambling and leisure,HKD,HKD
1765,CN Nonferrous,China inc HK,HK0000112026,primary production,metals and minerals mining and exploration,HKD,HKD
1766,Goldpac,China inc HK,HK0000172855,electrical electronic,electronic finished products,HKD,HKD
1768,Kunlun Energy,China inc HK,BMG5320C1082,primary production,oil and gas,HKD,HKD
1769,Li & Fung,China inc HK,BMG5485F1692,transport,transport logistics and distribution,HKD,CNY
1770,Brilliance Auto,China inc HK,BMG1368B1028,vehicles,car truck and bus manufacturers,HKD,CNY
1771,Haier Electro,China inc HK,BMG423131256,consumer,household appliances and hardware,HKD,CNY
1772,China Res Gas,China inc HK,BMG2113B1081,utilities,electricity distribution and generation,HKD,HKD
1773,China Gas,China inc HK,BMG2109G1033,utilities,electricity distribution and generation,HKD,HKD
1774,Shangri,China inc HK,BMG8063F1068,consumer,hotels travel gambling and leisure,HKD,CNY
1775,NWS Hldgs,China inc HK,BMG668971101,construction,infrastructure construction and services,HKD,HKD
1776,Sihuan Pharma,China inc HK,BMG8162K1137,healthcare,pharmaceuticals and biosciences,HKD,CNY
1777,Yue Yuen Ind,China inc HK,BMG988031446,consumer,clothing and shoe manufacturers,HKD,CNY
1778,Beijing E Water,China inc HK,BMG0957L1090,construction,infrastructure construction and services,HKD,HKD
1779,Chinese Estates,China inc HK,BMG2108M2182,real estate,diversified real estate,HKD,HKD
1780,Kerry Props,China inc HK,BMG524401079,real estate,diversified real estate,HKD,HKD
1781,First Pacific,China inc HK,BMG348041077,conglomerates,diversified conglomerates,HKD,CNY
1782,Hanergy TFPG,China inc HK,BMG4288J1062,industrial,industrial equipment and light machinery,HKD,HKD
1783,Guoco,China inc HK,BMG420981224,conglomerates,diversified conglomerates,HKD,CNY
1784,Esprit Hldgs,China inc HK,BMG3122U1457,consumer,clothing wholesale and retail,HKD,HKD
1785,Nine Dragons,China inc HK,BMG653181005,industrial,paper products (not packaging),HKD,CNY
1786,COSCO Shippng Port,China inc HK,BMG2442N1048,transport,shipping,HKD,USD
1787,Genting HK,China inc HK,BMG3924T1062,consumer,hotels travel gambling and leisure,HKD,CNY
1788,Johnson Elec,China inc HK,BMG5150J1577,electrical electronic,electrical equipment,HKD,CNY
1789,VTech Hldgs,China inc HK,BMG9400S1329,electrical electronic,electronic finished products,HKD,CNY
1790,Kerry Logistics,China inc HK,BMG524181036,transport,transport logistics and distribution,HKD,HKD
1791,GOME Retail,China inc HK,BMG3978C1249,consumer,diversified wholesale and retail,HKD,CNY
1792,Orient Overseas,China inc HK,BMG677491539,transport,shipping,HKD,CNY
1793,Goldin Fin,China inc HK,BMG3968F1370,services,financial services,HKD,HKD
1794,Sinopec Kantons,China inc HK,BMG8165U1009,industrial,oil and gas equipment and services,HKD,HKD
1795,Hopson Devmts,China inc HK,BMG4600H1016,real estate,diversified real estate,HKD,HKD
1796,Brightoil Petro,China inc HK,BMG1371C1212,primary production,oil and gas,HKD,HKD
1797,Great Eagle,China inc HK,BMG4069C1486,real estate,diversified real estate,HKD,HKD
1798,Luk Fook Hldgs,China inc HK,BMG5695X1258,consumer,cosmetics jewellery and luxury products,HKD,HKD
1799,C. P. Pokphand,China inc HK,BMG715071343,primary production,agribusiness agriculture and fishing,HKD,HKD
1800,Joy City,China inc HK,BMG5210S1061,real estate,diversified real estate,HKD,CNY
1801,Shenzhen Intl,China inc HK,BMG8086V1467,transport,roads tolls and traffic management,HKD,HKD
1802,Chow Sang Sang,China inc HK,BMG2113M1203,consumer,cosmetics jewellery and luxury products,HKD,HKD
1803,United Energy,China inc HK,BMG9231L1081,primary production,oil and gas,HKD,HKD
1804,K. Wah Intl,China inc HK,BMG5321P1169,real estate,diversified real estate,HKD,HKD
1805,Zhuguang Hldgs,China inc HK,BMG9908J1053,real estate,diversified real estate,HKD,HKD
1806,Cafe de Coral,China inc HK,BMG1744V1037,consumer,restaurants,HKD,HKD
1807,Man Wah Hldgs,China inc HK,BMG5800U1071,consumer,furniture and furnishings,HKD,HKD
1808,Huabao Intl,China inc HK,BMG4639H1227,consumer,tobacco,HKD,HKD
1809,Wanda Hotel,China inc HK,BMG9430N1039,real estate,diversified real estate,HKD,HKD
1810,Asia Satellite,China inc HK,BMG0534R1088,telecommunications,internet service providers,HKD,HKD
1811,Skyworth Dig,China inc HK,BMG8181C1001,electrical electronic,electronic finished products,HKD,HKD
1812,Texwinca,China inc HK,BMG8770Z1068,consumer,clothing and shoe manufacturers,HKD,HKD
1813,Digital China,China inc HK,BMG2759B1072,IT,search cloud and integrated IT services,HKD,HKD
1814,Giordano,China inc HK,BMG6901M1010,consumer,clothing wholesale and retail,HKD,HKD
1815,Pacific Basin,China inc HK,BMG684371393,transport,shipping,HKD,HKD
1816,NewOcean Energy,China inc HK,BMG6469T1009,industrial,industrial gases,HKD,HKD
1817,SmarTone Tele,China inc HK,BMG8219Z1059,telecommunications,diversified telecommunications,HKD,HKD
1818,REXLot Hldgs,China inc HK,BMG7541U1071,consumer,entertainment and broadcasting,HKD,HKD
1819,Kingston Fin,China inc HK,BMG5266H1034,consumer,hotels travel gambling and leisure,HKD,HKD
1820,YuanShengTai,China inc HK,BMG987851018,primary production,agribusiness agriculture and fishing,HKD,CNY
1821,Summit Ascent,China inc HK,BMG8565U1302,consumer,hotels travel gambling and leisure,HKD,HKD
1822,China Yurun,China inc HK,BMG211591018,consumer,food manufacturers,HKD,HKD
1823,Shanghai Urban,China inc HK,BMG8065B1037,real estate,diversified real estate,HKD,HKD
1824,Sinofert Hldgs,China inc HK,BMG8403G1033,chemicals,agricultural chemicals and fertilisers,HKD,CNY
1825,China Power New,China inc HK,HK0000350550,utilities,electricity distribution and generation,HKD,CNY
1826,China Foods,China inc HK,BMG2154F1095,consumer,food manufacturers,HKD,HKD
1827,CITIC Resources,China inc HK,BMG2155Y1075,primary production,metals and minerals mining and exploration,HKD,HKD
1828,Emperor Intl,China inc HK,BMG3036C2239,real estate,diversified real estate,HKD,HKD
1829,Tencent Hldgs,China inc HK,KYG875721634,media publishing,advertising — marketing — media — e—commerce,HKD,CNY
1830,Sands China,China inc HK,KYG7800X1079,consumer,hotels travel gambling and leisure,HKD,HKD
1831,Wynn Macau,China inc HK,KYG981491007,consumer,hotels travel gambling and leisure,HKD,HKD
1832,Melco Resorts,China inc HK,US5854641009,consumer,hotels travel gambling and leisure,USD,CNY
1833,Want Want China,China inc HK,KYG9431R1039,consumer,food manufacturers,HKD,HKD
1834,MGM China,China inc HK,KYG607441022,consumer,hotels travel gambling and leisure,HKD,HKD
1835,Tingyi,China inc HK,KYG8878S1030,consumer,food manufacturers,HKD,HKD
1836,Chow Tai Fook,China inc HK,KYG211461085,consumer,cosmetics jewellery and luxury products,HKD,HKD
1837,CN Res Land,China inc HK,KYG2108Y1052,real estate,diversified real estate,HKD,HKD
1838,Hengan,China inc HK,KYG4402L1510,consumer,household consumables manufacturers,HKD,HKD
1839,Country Garden,China inc HK,KYG245241032,real estate,diversified real estate,HKD,CNY
1841,China Mengniu,China inc HK,KYG210961051,consumer,food manufacturers,HKD,CNY
1842,Shimao Property,China inc HK,KYG810431042,real estate,diversified real estate,HKD,CNY
1843,Longfor Group,China inc HK,KYG5635P1090,real estate,diversified real estate,HKD,CNY
1844,ENN Energy,China inc HK,KYG3066L1014,industrial,pipelines and energy storage,HKD,CNY
1845,CN State Const,China inc HK,KYG216771363,construction,infrastructure construction and services,HKD,HKD
1846,Macau Legend,China inc HK,KYG573611004,consumer,hotels travel gambling and leisure,HKD,HKD
1847,CN Evergrande,China inc HK,KYG2119W1069,real estate,diversified real estate,HKD,CNY
1848,AAC Tech,China inc HK,KYG2953R1149,electrical electronic,electronic components,HKD,CNY
1849,H&H Intl Hldg,China inc HK,KYG4387E1070,healthcare,healthcare products,HKD,CNY
1850,GCL,China inc HK,KYG3774X1088,utilities,electricity distribution and generation,HKD,CNY
1851,China Huishan,China inc HK,KYG2117A1067,primary production,agribusiness agriculture and fishing,HKD,CNY
1852,Shenzhou Intl,China inc HK,KYG8087W1015,consumer,clothing and shoe manufacturers,HKD,CNY
1853,China Conch,China inc HK,KYG2116J1085,primary production,cement and concrete,HKD,CNY
1854,Ananda,Thailand,TH4101010007,real estate,residential real estate,THB,THB
1855,SOHO China,China inc HK,KYG826001003,real estate,diversified real estate,HKD,CNY
1856,Sino BioPharma,China inc HK,KYG8167W1380,healthcare,pharmaceuticals and biosciences,HKD,HKD
1857,CN Res Cement,China inc HK,KYG2113L1068,primary production,cement and concrete,HKD,HKD
1858,Kingsoft,China inc HK,KYG5264Y1089,consumer,entertainment and broadcasting,HKD,CNY
1859,FIH Mobile,China inc HK,KYG3472Y1017,electrical electronic,electronic finished products,HKD,HKD
1860,Geely Auto,China inc HK,KYG3777B1032,vehicles,car truck and bus manufacturers,HKD,CNY
1861,China Hongqiao,China inc HK,KYG211501005,primary production,non—ferrous metals production and products,HKD,CNY
1862,ASM Pacific,China inc HK,KYG0535Q1331,industrial,industrial equipment and light machinery,HKD,HKD
1863,Haitian Intl,China inc HK,KYG4232C1087,industrial,industrial equipment and light machinery,HKD,CNY
1864,ANTA Sports,China inc HK,KYG040111059,consumer,sports equipment manufacturers and retailers,HKD,CNY
1865,Agile Property,China inc HK,KYG011981035,real estate,diversified real estate,HKD,CNY
1866,UniPresident CN,China inc HK,KYG9222R1065,consumer,beverage manufacturers,HKD,CNY
1867,Towngas China,China inc HK,KYG8972T1067,utilities,gas and water utilities,HKD,HKD
1868,Greentown China,China inc HK,KYG4100M1050,real estate,diversified real estate,HKD,CNY
1869,CIMC Enric,China inc HK,KYG2198S1093,industrial,fabricated metal and composite products,HKD,CNY
1870,Xinyi Glass,China inc HK,KYG9828G1082,industrial,glass and glass products,HKD,HKD
1871,Lee & Man Paper,China inc HK,KYG5427W1309,industrial,packaging,HKD,HKD
1872,Lifestyle Intl,China inc HK,KYG548561284,consumer,diversified wholesale and retail,HKD,HKD
1873,Sa Sa Intl,China inc HK,KYG7814S1021,consumer,cosmetics jewellery and luxury products,HKD,HKD
1874,Semicond Intl,China inc HK,KYG8020E1199,electrical electronic,electronic components,HKD,HKD
1875,Zhongsheng,China inc HK,KYG9894K1085,vehicles,vehicle sales and repair,HKD,CNY
1876,China Medical,China inc HK,KYG211081248,healthcare,pharmaceuticals and biosciences,HKD,CNY
1877,Golden Eagle,China inc HK,KYG3958R1092,consumer,diversified wholesale and retail,HKD,CNY
1878,Kingboard Hldgs,China inc HK,KYG525621408,chemicals,chemicals and petrochemicals,HKD,HKD
1879,China Mod Dairy,China inc HK,KYG215791008,primary production,agribusiness agriculture and fishing,HKD,CNY
1880,Shui On Land,China inc HK,KYG811511131,real estate,diversified real estate,HKD,CNY
1881,NagaCorp,China inc HK,KYG6382M1096,consumer,hotels travel gambling and leisure,HKD,HKD
1882,Sunac China,China inc HK,KYG8569A1067,real estate,diversified real estate,HKD,CNY
1883,Pacific Textile,China inc HK,KYG686121032,consumer,textiles,HKD,HKD
1884,Minth,China inc HK,KYG6145U1094,vehicles,auto parts and components,HKD,CNY
1885,Yashili Intl,China inc HK,KYG983401053,consumer,food manufacturers,HKD,CNY
1886,Grand Baoxin,China inc HK,KYG4134L1077,vehicles,vehicle sales and repair,HKD,CNY
1887,AP Thailand,Thailand,TH0308010Y08,real estate,residential real estate,THB,THB
1888,China Lesso,China inc HK,KYG2157Q1029,industrial,building and construction materials,HKD,CNY
1889,Stella Intl,China inc HK,KYG846981028,consumer,clothing and shoe manufacturers,HKD,HKD
1890,Phoenix Media,China inc HK,KYG706451096,consumer,entertainment and broadcasting,HKD,HKD
1892,IGG,China inc HK,KYG6771K1022,consumer,entertainment and broadcasting,HKD,HKD
1893,Hutchison Tele,China inc HK,KYG4672G1064,telecommunications,diversified telecommunications,HKD,HKD
1894,Glorious Prop,China inc HK,KYG3940K1058,real estate,diversified real estate,HKD,CNY
1895,Shunfeng Intl,China inc HK,KYG8116S1057,electrical electronic,electronic finished products,HKD,CNY
1896,CN Zhongwang,China inc HK,KYG215AT1023,primary production,non—ferrous metals production and products,HKD,CNY
1897,Mingfa,China inc HK,KYG614131038,real estate,diversified real estate,HKD,CNY
1899,KWG Group,China inc HK,KYG532241042,real estate,diversified real estate,HKD,CNY
1900,Anton Oilfield,China inc HK,KYG039991024,industrial,oil and gas equipment and services,HKD,CNY
1901,Truly Intl,China inc HK,KYG910191363,electrical electronic,electronic finished products,HKD,HKD
1902,Bosideng Intl,China inc HK,KYG126521064,consumer,clothing and shoe manufacturers,HKD,CNY
1903,Vinda Intl,China inc HK,KYG9361V1086,industrial,paper products (not packaging),HKD,HKD
1904,Bay Area Dev,China inc HK,KYG459951003,construction,infrastructure construction and services,HKD,CNY
1905,Catapult Grp,Australia,AU000000CAT9,consumer,sports equipment manufacturers and retailers,AUD,AUD
1906,Nexteer Auto,China inc HK,KYG6501M1050,vehicles,auto parts and components,HKD,HKD
1907,Pacific Smiles,Australia,AU000000PSQ9,healthcare,healthcare services,AUD,AUD
1908,CGN Power Co,China inc HK,CNE100001T80,utilities,electricity distribution and generation,HKD,CNY
1909,Hilong,China inc HK,KYG4509G1055,industrial,oil and gas equipment and services,HKD,CNY
1910,Logan Property,China inc HK,KYG555551095,real estate,residential real estate,HKD,CNY
1911,Shenguan Hldgs,China inc HK,KYG8116M1087,consumer,food manufacturers,HKD,CNY
1912,China ZhengTong,China inc HK,KYG215A81084,vehicles,vehicle sales and repair,HKD,CNY
1913,Boyaa Interact,China inc HK,KYG127751058,consumer,entertainment and broadcasting,HKD,CNY
1914,China Yongda,China inc HK,KYG2162W1024,vehicles,vehicle sales and repair,HKD,CNY
1915,Xinyi Solar,China inc HK,KYG9829N1025,industrial,glass and glass products,HKD,HKD
1916,China Resources,China inc HK,KYG2162D1126,conglomerates,diversified conglomerates,HKD,HKD
1917,Ajisen (China),China inc HK,KYG0192S1093,consumer,restaurants,HKD,HKD
1918,Fu Shou Yuan,China inc HK,KYG371091086,welfare and community,funeral services,HKD,CNY
1919,Value Partners,China inc HK,KYG931751005,services,financial services,HKD,HKD
1920,Springland Intl,China inc HK,KYG837851081,consumer,supermarkets,HKD,CNY
1921,China Res Medic,China inc HK,KYG2133W1087,healthcare,healthcare services,HKD,CNY
1922,Intl Entertmt,China inc HK,KYG4843W1050,consumer,hotels travel gambling and leisure,HKD,HKD
1923,China Huiyuan,China inc HK,KYG211231074,consumer,beverage manufacturers,HKD,CNY
1924,Li Ning,China inc HK,KYG5496K1242,consumer,sports equipment manufacturers and retailers,HKD,CNY
1925,CIFI (Group),China inc HK,KYG2140A1076,real estate,diversified real estate,HKD,CNY
1926,MNF Group,Australia,AU000000MNF0,telecommunications,diversified telecommunications,AUD,AUD
1927,Billion Inds,China inc HK,KYG110431098,consumer,textiles,HKD,CNY
1928,Kingboard Lamin,China inc HK,KYG5257K1076,chemicals,chemicals and petrochemicals,HKD,HKD
1929,China Huarong,China inc HK,KYG2116D1198,industrial,engines and heavy machinery,HKD,CNY
1930,China Shineway,China inc HK,KYG2110P1000,healthcare,pharmaceuticals and biosciences,HKD,CNY
1931,Tribune Res,Australia,AU000000TBR5,primary production,metals and minerals mining and exploration,AUD,AUD
1932,Texhong Textile,China inc HK,KYG876551170,consumer,textiles,HKD,CNY
1933,NetDragon Web,China inc HK,KYG6427W1042,consumer,entertainment and broadcasting,HKD,CNY
1934,Hydoo Intl,China inc HK,KYG4678A1031,real estate,diversified real estate,HKD,CNY
1935,SITC Intl,China inc HK,KYG8187G1055,transport,shipping,HKD,CNY
1936,China Dili,China inc HK,KYG750041041,real estate,retail and malls real estate,HKD,CNY
1937,Sunny Optical,China inc HK,KYG8586D1097,technology,high precision and instrumentation products,HKD,CNY
1938,Xtep Intl,China inc HK,KYG982771092,consumer,clothing and shoe manufacturers,HKD,CNY
1939,Zall Smart Com,China inc HK,KYG9888C1125,real estate,retail and malls real estate,HKD,CNY
1940,China Vanke,China inc HK,CNE100001SR9,real estate,residential real estate,HKD,CNY
1941,China Dongxiang,China inc HK,KYG2112Y1098,consumer,sports equipment manufacturers and retailers,HKD,CNY
1942,China Merc Land,China inc HK,KYG210AW1064,real estate,diversified real estate,HKD,CNY
1943,China Shanshui,China inc HK,KYG2116M1015,primary production,cement and concrete,HKD,CNY
1944,KingdeeSoftware,China inc HK,KYG525681477,IT,search cloud and integrated IT services,HKD,CNY
1945,Fantasia Hldgs,China inc HK,KYG3311L1041,real estate,diversified real estate,HKD,CNY
1946,Wison Eng Svcs,China inc HK,KYG972301090,chemicals,chemicals and petrochemicals,HKD,CNY
1947,SPT Energy,China inc HK,KYG8405W1069,industrial,oil and gas drilling and exploration,HKD,CNY
1948,Eden Innov,Australia,AU000000EDE1,technology,image processing,AUD,AUD
1949,Hengdeli,China inc HK,KYG450481083,consumer,cosmetics jewellery and luxury products,HKD,CNY
1950,SSY,China inc HK,KYG8406X1034,healthcare,pharmaceuticals and biosciences,HKD,HKD
1951,Wisdom Sports,China inc HK,KYG9722N1007,consumer,entertainment and broadcasting,HKD,CNY
1952,Forgame Hldgs,China inc HK,KYG363361083,consumer,entertainment and broadcasting,HKD,CNY
1953,CN HSTE,China inc HK,KYG2112D1051,industrial,power nuclear and heavy engineering,HKD,CNY
1954,HC Group,China inc HK,KYG4364T1013,services,business services,HKD,CNY
1955,Honghua,China inc HK,KYG4584R1092,industrial,oil and gas drilling and exploration,HKD,CNY
1956,China Nat Cult,China inc HK,KYG2116P1129,media publishing,advertising — marketing — media — e—commerce,HKD,HKD
1957,New World Store,China inc HK,KYG650071098,consumer,diversified wholesale and retail,HKD,HKD
1958,Tsui Wah Hldgs,China inc HK,KYG911501057,consumer,restaurants,HKD,HKD
1959,Tianjin Port,China inc HK,KYG886801060,transport,transport logistics and distribution,HKD,HKD
1960,MicroPort Sci,China inc HK,KYG608371046,healthcare,medical equipment,HKD,CNY
1962,Ascendas REIT,Singapore,SG1M77906915,real estate,office commercial and industrial real estate,SGD,SGD
1963,Ascott Resi,Singapore,SGXC16332337,real estate,residential real estate,SGD,SGD
1964,Phileo AU,Australia,AU000000PHI9,real estate,diversified real estate,AUD,AUD
1965,Bukit Sembawang,Singapore,SG1T88932077,real estate,residential real estate,SGD,SGD
1966,Bumitama Agri,Singapore,SG2E67980267,primary production,agribusiness agriculture and fishing,SGD,SGD
1967,CapitaLand Comm,Singapore,SG1P32918333,real estate,office commercial and industrial real estate,SGD,SGD
1968,Bravura Sol,Australia,AU000000BVS9,IT,software providers,AUD,AUD
1969,CapitaMall,Singapore,SG1M51904654,real estate,retail and malls real estate,SGD,SGD
1970,CapitaRetail CN,Singapore,SG1U25933169,real estate,retail and malls real estate,SGD,SGD
1971,ERM Power,Australia,AU000000EPW7,utilities,diversified utilities,AUD,AUD
1972,CDL Hospitality,Singapore,SG1T66931158,real estate,office commercial and industrial real estate,SGD,SGD
1973,City Developmts,Singapore,SG1R89002252,real estate,diversified real estate,SGD,SGD
1974,ComfortDelGro,Singapore,SG1N31909426,vehicles,vehicle hiring and leasing,SGD,SGD
1975,Cosco Intl (S),Singapore,SG1S76928401,industrial,shipbuilding,SGD,SGD
1976,Dairy Farm Intl,Singapore,BMG2624N1535,consumer,diversified wholesale and retail,USD,SGD
1977,DBS Group,Singapore,SG1L01001701,services,banking,SGD,SGD
1978,Ezion Hldgs,Singapore,SG1W38939029,industrial,marine salvage dredging offshore services,SGD,SGD
1979,Ezra Hldgs,Singapore,SG1O34912152,industrial,marine salvage dredging offshore services,SGD,SGD
1980,Fraser & Neave,Singapore,SG1T58930911,consumer,beverage manufacturers,SGD,SGD
1981,Far East Hosp,Singapore,SG2F08984575,consumer,hotels travel gambling and leisure,SGD,SGD
1982,First Resources,Singapore,SG1W35938974,primary production,agribusiness agriculture and fishing,SGD,SGD
1983,Fortune REIT,Singapore,SG1O33912138,real estate,retail and malls real estate,HKD,HKD
1984,Fragrance,Singapore,SG1Q67923454,consumer,hotels travel gambling and leisure,SGD,SGD
1985,Frasers Cen Tst,Singapore,SG1T60930966,real estate,retail and malls real estate,SGD,SGD
1986,Genting Singa,Singapore,GB0043620292,consumer,hotels travel gambling and leisure,SGD,SGD
1988,Golden Agri,Singapore,MU0117U00026,primary production,agribusiness agriculture and fishing,SGD,SGD
1989,Symphony Intl,Singapore,VGG548121059,real estate,diversified real estate,USD,USD
1990,Great Eastern,Singapore,SG1I55882803,services,insurance — general,SGD,SGD
1991,Guocoland,Singapore,SG1R95002270,real estate,diversified real estate,SGD,SGD
1992,Haw Par,Singapore,SG1D25001158,healthcare,healthcare products,SGD,SGD
1993,Hongkong Land,Singapore,BMG4587L1090,real estate,diversified real estate,USD,SGD
1994,Hong Leong,Singapore,SG1M04001939,services,financial services,SGD,SGD
1995,Ho Bee Inv,Singapore,SG1H41875896,real estate,diversified real estate,SGD,SGD
1996,Hotel Props,Singapore,SG2P14002527,consumer,hotels travel gambling and leisure,SGD,SGD
1997,Hutchison Port,Singapore,SG2D00968206,transport,transport logistics and distribution,USD,HKD
1998,Hyflux,Singapore,SG1J47889782,industrial,waste and water management,SGD,SGD
1999,IHH Healthcare,Singapore,MYL5225OO007,healthcare,healthcare services,MYR,SGD
2000,Indofood Agri,Singapore,SG1U47933908,primary production,agribusiness agriculture and fishing,SGD,SGD
2001,Jardine C&C,Singapore,SG1B51001017,conglomerates,diversified conglomerates,SGD,SGD
2002,Jardine Math,Singapore,BMG507361001,conglomerates,diversified conglomerates,USD,SGD
2003,Jardine Strat,Singapore,BMG507641022,conglomerates,diversified conglomerates,USD,SGD
2004,Keppel REIT,Singapore,SG1T22929874,real estate,office commercial and industrial real estate,SGD,SGD
2005,Mortgage Choice,Australia,AU000000MOC5,services,financial services,AUD,AUD
2006,Yancoal Aust,Australia,AU000000YAL0,primary production,coal and coal products,AUD,AUD
2007,Lippo Malls,Singapore,SG1W27938677,real estate,retail and malls real estate,SGD,SGD
2008,Lonza,Switzerland,CH0013841017,healthcare,healthcare products,CHF,CHF
2009,M1,Singapore,SG1U89935555,telecommunications,diversified telecommunications,SGD,SGD
2010,Mandarin O,Singapore,BMG578481068,consumer,hotels travel gambling and leisure,USD,SGD
2011,Mapletree Logs,Singapore,SG1S03926213,real estate,office commercial and industrial real estate,SGD,SGD
2012,Mapletree Comm,Singapore,SG2D18969584,real estate,diversified real estate,SGD,SGD
2013,Mapletree Ind,Singapore,SG2C32962814,real estate,office commercial and industrial real estate,SGD,SGD
2014,Noble,Singapore,BMG6542T1505,primary production,coal and coal products,SGD,SGD
2015,Centuria Metro,Australia,AU000000CMA4,real estate,office commercial and industrial real estate,AUD,AUD
2016,Energy Res,Australia,AU000000ERA9,primary production,metals and minerals mining and exploration,AUD,AUD
2017,Olam,Singapore,SG1Q75923504,consumer,food manufacturers,SGD,SGD
2019,OUE Hospitality,Singapore,SG2G03994610,consumer,hotels travel gambling and leisure,SGD,SGD
2020,Keppel,Singapore,SG1U68934629,industrial,power nuclear and heavy engineering,SGD,SGD
2021,Delfi,Singapore,SG1Q25921608,consumer,food manufacturers,SGD,SGD
2022,Parkway Life,Singapore,SG1V52937132,real estate,healthcare real estate,SGD,SGD
2023,Raffles Medical,Singapore,SG1CH4000003,healthcare,healthcare services,SGD,SGD
2024,SATS,Singapore,SG1I52882764,consumer,hotels travel gambling and leisure,SGD,SGD
2025,SIMEC Atlantis,Singapore,SG9999011118,industrial,diversified industrial,GBP,SGD
2026,Second Chance,Singapore,SG1D93474618,consumer,clothing wholesale and retail,SGD,SGD
2027,Sembcorp Inds,Singapore,SG1R50925390,industrial,diversified industrial,SGD,SGD
2028,Sembcorp Marine,Singapore,SG1H97877952,industrial,marine salvage dredging offshore services,SGD,SGD
2029,SIA Engineering,Singapore,SG1I53882771,industrial,aerospace,SGD,SGD
2030,Silverlake Axis,Singapore,BMG8226U1071,IT,search cloud and integrated IT services,SGD,SGD
2031,Singapore Air,Singapore,SG1V61937297,transport,airlines,SGD,SGD
2032,Singapore Post,Singapore,SG1N89910219,transport,transport logistics and distribution,SGD,SGD
2033,Singapore Exch,Singapore,SG1J26887955,services,financial services,SGD,SGD
2034,Singapore Tele,Singapore,SG1T75931496,telecommunications,diversified telecommunications,SGD,SGD
2036,Mortice,Singapore,SG9999005326,welfare and community,security products and services,GBP,USD
2037,SPH REIT,Singapore,SG2G02994595,real estate,retail and malls real estate,SGD,SGD
2038,Sunland Grp,Australia,AU000000SDG6,real estate,residential real estate,AUD,AUD
2039,Singapore Tech,Singapore,SG1F60858221,services,engineering and technical services,SGD,SGD
2040,StarHub,Singapore,SG1V12936232,telecommunications,diversified telecommunications,SGD,SGD
2041,Starhill Global,Singapore,SG1S18926810,real estate,office commercial and industrial real estate,SGD,SGD
2042,Straits Trading,Singapore,SG1J49001550,conglomerates,diversified conglomerates,SGD,SGD
2043,Suntec Real,Singapore,SG1Q52922370,real estate,diversified real estate,SGD,SGD
2044,BCPG,Thailand,TH7411010005,utilities,electricity distribution and generation,THB,THB
2045,Thai Beverage,Singapore,TH0902010014,consumer,beverage manufacturers,SGD,SGD
2046,MedcoEnergi,Indonesia,ID1000053705,primary production,oil and gas,IDR,USD
2047,UOB,Singapore,SG1M31001969,services,banking,SGD,SGD
2048,UOB,Singapore,SG1J21887414,services,financial services,SGD,SGD
2049,UOL,Singapore,SG1S83002349,real estate,diversified real estate,SGD,SGD
2051,Venture,Singapore,SG0531000230,electrical electronic,electronic finished products,SGD,SGD
2053,Wilmar,Singapore,SG1T56930848,primary production,agribusiness agriculture and fishing,SGD,SGD
2054,Wing Tai Hldgs,Singapore,SG1K66001688,real estate,diversified real estate,SGD,SGD
2055,Yangzijiang,Singapore,SG1U76934819,industrial,shipbuilding,SGD,SGD
2056,Yanlord Land,Singapore,SG1T57930854,real estate,diversified real estate,SGD,SGD
2057,Yeo Hiap Seng,Singapore,SG1I10878425,consumer,food manufacturers,SGD,SGD
2058,Meritz F&M,Korea,KR7000060004,services,insurance — general,KRW,KRW
2059,Beauty Commun,Thailand,TH4100010Z04,consumer,cosmetics jewellery and luxury products,THB,THB
2060,Korea Petrochem,Korea,KR7006650006,chemicals,chemicals and petrochemicals,KRW,KRW
2061,Hyundai F&M,Korea,KR7001450006,services,insurance — general,KRW,KRW
2062,Valmet,Finland,FI4000074984,services,engineering and technical services,EUR,EUR
2063,Orix Corp,Japan,JP3200450009,services,financial services,JPY,JPY
2064,Murata Mfg,Japan,JP3914400001,electrical electronic,electronic components,JPY,JPY
2065,Keyence,Japan,JP3236200006,technology,high precision and instrumentation products,JPY,JPY
2066,Hoya Corp,Japan,JP3837800006,technology,high precision and instrumentation products,JPY,JPY
2067,Nintendo,Japan,JP3756600007,consumer,entertainment and broadcasting,JPY,JPY
